"actividades legislativas","Actividades primarias","Comercio al por mayor","construcción","Corporativos","Enegía ","Industria manufactureras","Información en medios masivos","Minería ","Servicios de apoyo ","Servicios de esparcimiento","Salud","Servicios educativos","Servicios financieros y seguros","Servicios inmobiliarios ","Servicios profesionales y técnicos ","Transporte","Comercio al pormenor","Servicios no gubernamentales","Servicios de alojamiento y alimentación"
6,0,0,0,0,2,4,1,0,0,5,4,4,0,1,0,1,28,12,2
15,1,2,0,0,5,13,2,0,1,4,7,13,2,0,0,0,91,22,18
21,0,49,8,0,4,252,4,0,15,21,56,88,101,15,10,52,1283,484,360
203,3,871,152,3,17,1992,75,1,232,293,1170,827,831,365,395,278,7509,4323,2922
4,0,1,0,0,1,3,1,0,1,2,5,6,1,0,1,0,36,13,7
6,0,2,0,0,2,2,1,0,0,5,6,4,2,0,0,2,16,12,10
12,0,4,0,0,2,72,2,0,0,10,11,13,2,11,1,0,124,56,56
12,0,3,1,0,3,16,1,0,3,0,5,6,1,1,0,0,50,23,12
47,1,150,25,0,3,768,11,1,73,109,198,355,178,93,67,50,4849,2029,1648
11,0,9,0,0,2,24,2,3,2,5,7,10,4,1,1,5,115,38,20
65,0,73,14,0,6,265,15,1,19,86,110,134,87,47,55,23,1102,584,342
8,0,6,1,0,4,35,1,0,2,5,12,5,0,3,0,4,46,17,23
5,0,0,0,0,2,3,0,0,0,5,3,4,1,0,0,0,11,3,3
7,0,6,0,0,2,5,2,0,0,1,5,6,0,1,0,0,61,11,5
10,0,2,0,0,1,18,2,2,1,6,4,9,1,2,0,1,89,32,36
36,2,56,11,0,7,151,11,0,8,49,120,109,70,31,34,17,1008,537,308
443,9,3088,931,35,53,5019,348,11,1090,710,4357,1758,2418,1149,2350,709,18792,10047,7112
8,0,1,1,0,3,5,1,0,0,3,3,4,1,0,1,0,15,9,8
30,0,32,8,1,6,221,1,1,18,21,58,82,56,17,15,23,1357,485,361
9,0,3,0,0,3,8,2,0,0,3,7,5,2,0,1,1,41,19,9
5,1,0,0,0,1,3,3,0,0,0,2,4,3,0,0,0,19,6,8
30,2,43,3,0,3,165,5,1,4,31,101,72,42,28,41,37,751,390,219
29,0,89,13,0,5,193,4,1,19,19,58,80,52,28,17,52,1139,484,372
109,6,1182,120,4,16,1110,58,2,261,223,1017,614,707,286,372,243,5169,3115,2342
11,0,17,3,0,5,78,3,1,2,12,34,24,14,13,6,12,336,127,95
49,2,432,55,7,7,982,55,8,114,84,341,300,334,156,136,154,3007,1416,1114
53,1,36,9,0,5,144,11,1,14,41,102,105,52,35,35,52,711,315,320
5,0,0,0,0,1,1,1,2,0,2,4,3,2,0,0,0,0,9,7
18,0,3,1,0,3,21,3,1,0,5,10,9,2,1,0,0,58,38,35
1,0,0,0,0,1,7,1,0,0,0,4,5,0,0,0,1,0,5,3
25,89,34,0,0,5,164,3,1,8,14,35,31,10,11,8,8,560,211,286
8,0,1,0,0,1,8,0,0,0,1,3,3,1,0,0,0,42,8,7
1,0,1,0,0,1,14,0,0,0,0,3,5,0,2,0,0,33,8,8
5,0,5,3,0,2,241,1,2,8,10,28,21,5,3,6,3,229,74,136
30,0,74,14,0,2,334,11,1,18,17,97,46,23,14,25,34,1126,364,364
2,0,1,0,0,0,43,0,0,0,0,9,4,0,3,2,1,58,14,16
3,0,0,0,0,2,12,0,0,1,0,4,5,1,0,0,0,18,4,6
4,2,20,0,0,1,49,1,0,3,0,13,8,0,0,1,0,169,51,51
9,1,5,1,0,2,30,5,1,6,6,23,15,9,4,7,9,139,58,79
2,0,0,0,0,1,3,1,0,0,0,2,3,1,1,0,0,36,6,6
13,1,3,0,0,1,113,3,0,3,1,29,64,3,1,0,2,310,58,53
2,0,5,0,0,1,65,1,0,1,4,11,5,2,4,1,3,119,33,38
39,0,42,6,0,4,525,5,0,17,19,87,72,30,33,23,18,1013,318,582
2,0,2,0,0,1,184,0,0,2,1,4,9,1,1,0,0,65,14,6
2,0,5,0,0,1,38,0,0,0,0,6,8,0,0,0,0,157,27,27
1,0,0,0,0,1,8,0,0,0,0,1,3,0,1,0,0,0,3,4
2,0,0,0,0,1,18,0,0,0,0,1,2,1,0,0,0,0,6,3
1,0,1,0,0,0,15,0,0,0,0,1,3,0,0,0,0,26,6,5
2,0,0,0,0,1,19,1,0,0,0,1,4,0,0,0,0,51,21,11
5,3,6,0,0,3,108,3,1,5,1,14,16,4,5,7,3,310,103,158
3,0,1,0,0,1,15,1,0,0,0,5,4,0,0,0,0,0,8,3
8,0,15,3,0,6,175,3,2,7,9,45,17,2,11,7,0,641,131,136
3,0,1,0,0,1,27,0,0,1,0,8,6,2,0,0,0,42,10,9
3,3,59,1,0,1,219,4,0,4,7,19,21,5,2,5,4,521,139,260
11,0,22,0,0,5,62,5,0,5,5,19,9,7,4,6,15,431,88,112
3,0,2,0,0,1,69,0,0,2,1,3,1,1,0,1,0,57,12,10
18,0,29,4,0,3,224,4,0,10,11,70,19,9,10,12,16,627,210,148
3,3,0,0,0,1,8,1,0,0,0,5,7,1,0,0,0,61,9,7
11,1,5,7,0,7,92,2,0,6,11,36,21,3,7,6,1,197,89,158
6,0,17,0,0,1,17,1,0,4,5,13,6,1,2,2,1,187,31,52
1,0,0,0,0,1,3,1,0,0,0,2,4,0,0,0,0,0,4,5
2,0,6,1,0,1,35,2,0,0,1,11,5,0,2,3,0,51,21,27
1,0,1,0,0,1,8,1,0,0,1,4,4,0,1,0,0,31,9,9
9,0,0,0,0,1,5,1,0,0,2,3,4,2,1,0,0,13,7,13
1,0,1,0,0,0,88,2,0,1,0,4,6,2,0,0,1,54,18,22
2,0,3,0,0,1,7,0,0,2,2,6,4,0,0,2,1,51,11,10
3,0,6,0,0,3,108,3,0,1,3,7,5,0,1,0,0,58,17,16
79,16,213,39,0,10,605,18,0,59,68,366,134,80,58,195,65,3036,1025,911
4,0,2,0,0,1,44,1,0,0,0,3,7,1,0,0,0,57,11,8
25,0,20,1,0,3,344,5,0,26,12,52,43,9,8,14,6,1086,207,253
28,2,6,2,0,2,38,3,0,2,5,21,11,9,2,3,2,169,62,61
53,15,125,19,1,19,5160,21,0,51,81,346,165,83,80,91,25,3908,1102,1843
18,7,84,5,0,5,277,8,0,28,20,90,57,26,21,33,15,993,495,533
2,1,9,0,0,3,83,1,1,2,5,16,8,1,4,4,1,147,28,45
5,0,2,0,0,1,17,1,0,3,4,5,6,1,2,1,0,45,12,22
1,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,4,0
1,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,3,0
1,0,0,0,0,1,8,0,0,0,0,1,4,0,1,0,0,0,4,6
5,0,1,1,0,1,65,1,0,0,1,4,4,1,0,0,1,50,10,11
3,0,3,0,0,2,672,0,0,2,1,3,6,0,0,0,1,198,13,13
6,0,4,0,0,3,92,6,1,5,3,14,11,6,3,8,0,158,43,80
2,0,0,0,0,1,42,0,0,0,0,2,3,0,1,2,0,46,15,38
2,0,0,0,0,1,7,0,0,0,0,3,3,2,0,0,0,17,7,7
4,0,11,0,0,3,33,2,0,2,2,11,8,1,2,1,5,176,41,38
2,0,0,0,0,1,23,0,0,1,0,1,5,0,0,0,0,37,4,20
59,3,64,4,0,3,256,5,0,31,18,122,65,48,14,45,25,1415,436,438
4,1,0,0,0,1,13,1,0,4,2,5,6,1,0,0,0,59,5,10
38,0,61,16,0,5,557,8,1,29,17,154,61,38,15,39,31,1656,469,472
2,0,0,0,0,1,6,2,0,0,0,2,4,0,0,0,0,0,7,5
1,0,0,0,0,1,7,0,0,1,0,1,4,0,1,0,1,27,10,15
2,0,0,0,0,1,6,2,1,1,2,2,2,0,0,0,0,21,5,2
3,0,2,0,0,1,62,1,0,2,2,14,9,1,2,2,1,167,50,47
3,0,3,0,0,1,15,2,0,1,1,10,5,4,0,0,3,70,17,20
9,0,2,0,0,1,9,1,0,0,0,2,4,3,0,0,0,16,10,10
6,0,6,0,0,1,98,2,0,2,4,11,9,3,1,4,0,159,43,68
354,2,716,342,0,25,2325,84,1,331,343,2066,719,469,271,1005,307,13130,4207,4689
28,0,59,4,0,4,386,6,1,14,22,141,43,20,14,37,17,897,280,257
1,0,1,0,0,1,7,0,0,0,1,1,3,0,0,0,0,90,2,10
5,0,5,1,0,1,289,2,0,1,4,11,14,2,3,1,0,174,32,44
3,2,1,0,0,1,59,1,0,1,0,10,38,1,0,0,1,83,20,40
1,0,2,1,0,1,78,0,2,1,0,5,4,1,2,1,3,125,21,16
22,0,45,1,0,2,145,10,0,12,8,64,25,20,7,34,20,781,225,290
1,0,0,0,0,1,8,0,0,0,1,1,3,0,0,0,0,0,3,0
3,0,5,0,0,1,64,1,0,1,0,4,6,3,0,2,0,115,35,84
1,0,5,0,0,1,25,1,0,2,0,8,5,0,0,3,0,98,17,21
3,0,3,0,0,1,35,0,1,3,2,7,5,3,1,2,0,65,25,11
1,0,0,1,0,2,34,0,0,1,0,2,3,0,1,0,0,39,16,12
69,26,130,27,1,10,541,24,7,36,62,284,160,129,75,123,54,2458,870,1162
2,0,1,0,0,1,49,0,0,0,0,2,6,0,3,0,1,45,8,15
3,0,0,0,0,1,21,2,0,0,0,2,3,0,0,0,1,52,12,6
2,0,1,0,0,1,28,1,0,2,2,3,6,3,0,0,2,79,13,29
10,0,13,3,0,1,152,2,0,1,4,23,9,2,12,8,3,286,105,118
1,0,0,0,0,1,35,1,0,0,5,13,9,1,2,1,0,77,31,49
8,0,5,0,0,1,34,3,0,4,4,11,7,3,2,2,0,188,26,31
3,0,1,0,0,1,22,2,0,0,0,5,5,1,1,1,0,36,8,13
4,1,10,2,0,3,266,0,0,1,3,15,4,8,9,2,9,206,83,98
5,0,2,0,0,1,22,2,0,3,1,6,4,0,1,0,0,20,6,13
1,0,0,0,0,1,67,0,0,0,0,1,4,0,0,1,0,38,4,1
4,0,11,0,0,1,90,0,0,3,3,8,15,1,3,5,2,170,55,91
3,0,4,5,0,2,48,1,0,1,0,9,8,0,1,1,1,92,50,129
1,1,0,1,0,1,12,0,0,0,0,1,4,0,1,0,1,28,11,5
2,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,3,0
1,0,1,0,0,1,19,1,0,0,0,3,4,1,0,0,0,14,4,10
1,0,0,0,0,1,44,1,0,0,0,4,4,0,0,0,0,25,2,8
4,0,1,0,0,1,9,1,0,0,0,1,4,0,0,0,0,16,3,12
4,0,0,0,0,1,12,1,0,0,1,4,7,0,0,0,0,14,9,3
3,0,2,0,0,1,18,0,0,0,0,2,5,2,0,1,0,64,10,18
1,0,0,0,0,1,6,0,0,0,0,1,3,0,1,0,0,0,4,1
3,0,0,0,0,1,2,0,0,0,1,3,2,0,0,0,0,0,2,3
1,0,1,0,0,1,29,0,0,0,0,1,5,0,1,0,1,27,5,2
4,1,1,0,0,3,54,1,1,3,1,10,3,1,0,1,0,59,18,26
2,0,13,3,0,4,109,1,0,2,8,32,10,3,4,5,0,271,79,91
3,0,2,0,0,1,12,2,0,2,0,4,4,0,0,0,2,68,8,17
5,0,0,0,0,1,121,0,0,1,0,2,5,3,0,0,0,48,7,6
6,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,3,0
9,0,33,14,0,1,884,0,0,12,14,52,24,5,14,23,6,682,298,215
4,0,1,0,0,1,7,2,0,0,2,5,7,2,0,0,1,65,8,7
2,0,0,0,0,1,4,1,0,0,2,2,3,0,0,0,0,35,7,6
2,0,0,0,0,1,5,0,0,0,0,2,4,1,1,0,0,18,4,6
2,0,2,0,0,1,42,2,0,1,0,3,7,0,2,1,0,98,16,27
1,0,12,0,0,2,149,2,0,1,5,6,6,0,3,1,3,102,21,17
4,3,1,1,0,1,74,1,0,1,0,8,8,3,0,1,0,101,16,28
1,0,0,0,0,1,4,0,0,0,2,3,2,0,0,1,1,0,3,0
23,0,13,1,0,1,188,1,0,3,8,28,14,35,4,4,2,387,106,143
3,0,1,0,0,1,61,1,0,2,0,3,7,0,0,0,0,103,14,15
1,0,0,0,0,1,10,1,0,0,0,1,5,0,0,2,0,56,12,7
2,0,0,0,0,1,48,2,0,1,2,4,4,0,0,1,0,94,8,25
2,0,0,0,0,1,10,0,0,0,0,2,4,0,0,0,0,0,3,2
7,0,1,0,0,3,3,1,0,0,2,8,4,0,1,0,0,21,9,8
2,0,0,0,0,1,3,1,0,0,1,2,2,0,0,0,0,0,4,0
2,0,0,0,0,1,34,1,0,0,0,1,3,0,0,0,0,16,3,2
3,0,3,0,0,1,16,0,0,2,1,5,10,0,0,3,2,74,16,18
6,1,7,0,0,2,1659,5,0,10,10,25,13,3,9,11,2,445,119,458
8,0,2,0,0,1,17,2,0,2,0,5,5,2,1,0,1,33,11,4
1,0,3,0,0,1,1009,0,0,5,2,3,10,1,0,0,0,130,20,26
3,0,0,0,0,1,28,0,0,0,0,2,5,0,0,0,0,0,5,0
2,0,3,0,0,1,22,1,0,3,2,8,5,0,0,1,0,60,13,11
1,0,0,0,0,1,12,0,0,0,0,1,2,0,1,0,2,10,7,7
1,0,2,0,0,1,110,0,0,3,0,3,11,0,2,8,1,121,30,38
7,1,6,2,0,14,416,4,0,5,3,11,22,2,4,6,3,440,64,55
2,0,3,0,0,2,10,0,0,0,0,5,2,0,1,0,0,0,11,5
6,0,5,0,0,1,11,1,0,1,2,6,4,0,0,0,0,28,10,11
9,0,14,0,0,2,193,2,0,3,4,13,12,8,1,4,3,263,60,77
2,0,1,0,0,1,93,1,0,1,1,6,5,1,0,0,2,101,21,19
5,5,5,1,0,1,145,1,0,4,3,10,10,1,2,2,2,221,45,57
2,0,0,0,0,1,2,1,0,1,0,3,4,1,0,0,2,24,4,8
14,0,0,0,0,1,15,1,0,0,2,2,3,0,0,0,0,13,7,4
2,0,0,0,0,1,3,0,0,0,0,2,4,0,0,0,0,14,3,6
5,0,0,0,0,1,3,0,0,0,1,2,4,0,0,0,0,0,6,0
7,15,10,1,0,2,131,3,0,2,4,14,14,2,2,4,1,278,73,183
2,0,1,0,0,1,13,0,0,0,0,1,5,0,0,0,0,39,6,5
5,39,10,1,0,1,146,3,0,6,1,25,15,4,1,8,5,265,70,160
4,0,0,0,0,1,24,1,0,0,0,3,4,0,0,0,0,0,3,2
3,2,13,7,0,2,94,0,0,1,5,14,8,1,12,4,1,168,69,65
1,0,0,0,0,1,117,1,0,0,0,4,4,0,0,0,0,0,3,4
1,0,0,0,0,1,10,0,0,0,0,2,3,0,0,0,0,0,5,1
1,0,0,0,0,1,3,1,0,0,0,1,4,0,0,0,0,27,6,2
1,0,0,3,0,1,20,0,0,1,0,2,3,0,0,1,0,43,16,12
6,0,9,0,0,1,152,5,0,6,8,37,20,4,9,7,5,557,126,161
1,0,0,0,0,1,34,0,0,0,0,3,3,0,0,0,0,0,2,0
2,0,1,0,0,1,7,1,0,0,1,3,4,0,0,0,1,31,7,4
5,2,5,0,0,1,118,1,0,4,3,14,7,2,2,3,3,156,38,116
1,0,1,0,0,1,7,0,0,0,0,2,3,0,1,0,0,18,4,6
6,0,1,0,0,1,13,0,0,0,0,1,5,0,0,0,0,13,4,5
14,0,3,0,0,3,19,3,0,3,2,9,7,5,0,0,5,68,21,28
7,0,31,18,0,3,125,3,0,7,16,38,31,1,7,21,15,393,216,171
1,0,1,0,0,1,2,0,0,0,0,7,4,1,0,0,1,42,8,11
1,0,0,0,0,1,4,0,0,0,0,1,4,1,0,0,1,27,4,10
2,0,2,0,0,1,27,1,0,0,0,3,3,0,0,1,0,36,5,4
3,0,0,0,0,1,12,0,0,0,0,2,3,0,0,0,0,0,2,1
2,0,0,0,0,1,12,0,0,2,0,1,5,0,1,0,0,60,7,6
6,0,0,0,0,1,29,1,0,0,1,1,3,0,0,1,1,54,10,10
1,0,1,0,0,1,11,0,0,0,0,1,4,1,1,0,0,70,7,10
1,0,0,0,0,1,81,2,0,1,0,4,4,0,0,0,0,40,8,4
3,0,2,1,0,1,71,0,0,4,4,8,11,1,6,2,3,146,34,58
1,0,1,0,0,1,29,0,0,0,0,2,7,0,0,0,0,0,5,4
4,0,1,0,0,1,11,0,0,0,1,1,4,0,0,0,0,29,7,3
3,26,1,0,0,1,12,1,0,1,0,2,5,0,0,0,0,53,5,11
2,0,2,0,0,0,139,0,0,2,0,3,5,1,0,1,1,55,6,9
4,0,1,0,0,1,44,1,0,7,1,9,7,1,0,3,0,170,25,34
3,0,1,0,0,1,5,1,0,0,0,1,4,1,0,0,0,0,9,0
4,0,1,0,0,1,13,1,0,0,0,4,5,0,0,0,1,54,11,7
4,0,17,0,0,1,15,1,0,2,5,15,7,0,1,1,1,137,48,51
3,0,0,0,0,1,7,1,0,0,0,2,4,1,0,0,1,17,2,5
8,0,4,0,0,1,31,2,0,0,2,7,4,2,0,1,1,65,21,30
34,0,11,0,0,4,52,4,0,4,3,26,15,7,2,7,9,236,79,109
1,0,1,0,0,1,7,0,0,1,1,1,3,0,1,0,1,0,5,1
1,0,0,0,0,1,24,1,0,1,1,5,4,0,0,0,0,60,10,6
2,0,2,0,0,1,30,1,0,1,0,4,6,1,2,0,0,79,20,14
1,0,0,0,0,1,5,0,0,0,0,1,5,1,0,0,0,0,2,2
1,0,0,0,0,1,44,0,0,0,1,2,4,0,0,0,1,28,5,1
1,0,1,0,0,1,26,0,0,0,0,1,4,0,0,0,0,26,5,2
93,4,250,37,0,21,804,26,0,98,68,358,211,126,67,156,86,3271,1406,1395
11,0,10,0,0,3,43,4,0,3,3,25,13,5,3,3,4,227,68,80
3,0,1,0,0,1,1,1,0,0,0,2,3,0,0,0,0,0,7,5
2,0,0,0,0,1,7,1,0,1,0,4,5,0,0,0,0,19,11,3
4,0,2,0,0,1,261,1,0,4,0,11,10,1,2,1,0,172,24,27
9,3,1,0,0,1,5,0,0,1,0,2,3,1,0,0,0,0,13,5
23,0,36,2,0,2,809,4,0,7,3,30,23,6,0,9,11,320,100,88
3,0,0,0,0,1,3,0,0,0,0,2,3,0,0,0,0,0,3,3
2,0,4,0,0,1,58,0,0,2,0,4,5,0,0,0,0,33,12,11
2,0,4,0,0,1,25,0,0,4,0,7,5,0,1,0,1,84,19,10
6,0,0,0,0,1,334,1,0,0,1,2,4,0,0,4,0,58,12,7
3,0,0,0,0,1,21,0,0,0,0,2,4,1,0,0,0,38,7,8
1,0,0,0,0,1,6,1,0,0,0,2,4,0,0,0,1,0,5,5
9,0,1,0,0,1,205,1,0,1,2,8,6,1,3,0,2,163,44,77
4,2,2,0,0,2,395,2,0,5,3,5,7,5,1,2,3,134,42,63
1,0,1,0,0,1,2,0,0,0,0,1,4,0,0,0,0,0,1,3
2,0,3,0,0,1,28,0,0,3,0,3,4,0,0,1,0,72,5,9
3,0,0,0,0,1,3,1,0,0,1,2,3,0,0,0,0,16,6,0
7,1,3,1,0,1,124,1,0,1,1,19,33,2,0,1,0,133,35,94
2,0,0,0,0,1,49,0,0,0,0,1,6,1,0,0,0,0,6,4
1,0,0,0,0,1,6,0,0,0,1,1,3,0,1,0,1,0,3,4
4,0,0,0,0,1,7,0,0,0,0,0,3,1,0,0,0,0,6,7
2,0,3,0,0,2,12,0,0,0,0,2,4,0,2,0,0,33,12,15
4,4,3,0,0,1,15,1,0,1,0,1,4,2,0,0,5,46,10,17
7,0,9,0,0,1,29,0,0,3,1,7,13,1,1,4,2,142,29,50
1,0,0,0,0,1,16,1,0,0,0,2,4,0,0,0,0,0,5,3
9,0,2,0,0,1,7,1,0,0,0,3,5,2,0,0,0,28,7,12
2,0,0,0,0,1,2,0,0,0,0,2,3,0,0,0,0,0,3,5
3,0,0,0,0,1,2,1,0,0,1,3,5,0,0,0,0,0,5,2
3,0,2,0,0,1,22,1,0,2,0,5,6,0,0,1,0,92,14,22
2,0,0,0,0,1,22,0,0,2,1,4,4,1,0,0,1,56,10,18
3,0,1,0,0,1,10,1,0,0,0,2,3,0,0,0,0,14,5,2
4,0,0,0,0,1,7,1,0,0,0,3,4,1,0,0,0,23,9,5
4,0,0,0,0,1,3,1,0,0,0,5,4,0,0,0,0,14,4,2
1,0,0,0,0,1,45,1,0,0,0,3,4,0,0,0,0,12,5,1
5,0,3,0,0,1,231,1,0,2,0,7,5,1,1,0,0,105,15,27
1,0,1,0,0,1,2,0,0,0,0,2,4,3,0,0,0,0,4,3
2,0,0,0,0,1,3,0,0,0,1,1,3,0,0,0,0,13,4,1
2,0,1,0,0,1,56,0,0,2,1,1,5,0,0,0,0,21,5,2
1,0,0,0,0,1,4,0,0,0,2,1,5,0,0,0,0,0,3,5
2,0,0,0,0,1,10,0,0,0,0,2,3,0,0,0,0,0,3,1
2,0,2,0,0,1,43,1,0,0,0,5,5,2,0,0,0,47,9,9
8,0,1,0,0,2,69,1,0,1,1,1,5,1,0,0,0,59,15,15
10,0,30,4,0,4,151,3,0,4,10,54,20,2,12,8,15,513,192,175
1,0,0,0,0,1,7,0,0,0,0,2,5,0,0,0,0,30,3,4
3,0,4,0,0,1,7,1,0,1,0,3,6,2,0,0,0,51,7,13
2,0,0,0,0,1,5,0,0,0,0,1,3,1,0,0,0,15,3,4
1,0,0,0,0,1,8,0,0,0,0,1,7,0,0,0,0,63,14,10
10,126,3,0,0,1,196,2,0,2,0,19,28,2,2,4,5,162,38,74
4,0,0,0,0,1,40,0,0,0,0,1,3,0,0,0,1,61,11,6
2,0,0,0,0,1,5,1,0,0,0,2,5,0,0,0,0,34,3,4
2,0,1,0,0,1,118,0,0,2,0,3,3,0,0,0,0,26,6,4
1,0,0,0,0,2,11,0,0,1,0,2,4,0,0,0,0,0,6,2
2,0,3,0,0,1,16,1,0,1,1,6,3,0,0,1,0,51,14,27
2,0,2,0,0,0,15,0,0,0,0,1,3,1,1,0,0,16,8,16
1,0,0,0,0,1,1,0,0,0,1,2,2,2,1,0,1,0,3,4
1,0,0,0,0,1,16,0,0,0,0,3,5,0,0,0,0,18,3,1
3,0,2,0,0,1,49,0,0,2,0,1,7,0,0,1,1,62,8,13
3,0,9,0,0,1,25,1,0,3,0,6,7,0,0,2,5,194,19,31
5,0,1,0,0,1,193,1,0,0,2,2,3,1,1,1,0,56,13,7
3,0,2,0,0,1,23,1,0,3,0,5,6,0,2,1,0,80,20,31
1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,21,5,3
2,0,0,0,0,1,80,0,0,0,0,3,4,0,0,0,0,20,17,6
2,0,2,0,0,1,34,2,0,0,3,9,5,1,0,2,0,49,15,21
11,99,1,0,0,0,342,2,0,7,2,9,19,2,0,1,1,335,44,92
7,0,1,1,0,1,30,1,0,3,1,1,10,0,0,0,0,120,25,12
2,0,1,0,0,1,18,0,0,0,0,4,2,0,1,0,0,20,7,7
1,0,3,0,0,1,10,0,0,0,0,0,3,0,0,0,0,32,5,2
2,0,0,0,0,1,30,0,0,0,0,1,4,0,0,0,0,55,7,15
2,0,0,0,0,1,13,0,0,0,0,2,1,0,1,0,0,21,5,10
3,1,0,0,0,1,23,1,0,1,3,3,3,1,0,0,3,34,4,19
1,0,1,0,0,1,55,0,0,2,0,2,4,0,0,1,1,99,11,20
1,0,0,0,0,1,3,0,0,1,0,1,2,0,0,0,0,0,5,0
3,0,0,0,0,2,11,0,0,0,1,1,7,0,0,0,0,0,9,1
3,0,1,0,0,1,8,1,0,0,0,1,3,1,1,0,0,0,6,3
1,0,0,0,0,1,66,0,0,1,6,1,5,0,1,1,1,62,14,8
3,0,5,0,0,1,11,1,0,1,1,2,4,0,0,1,3,64,6,6
1,0,1,0,0,1,24,2,0,1,0,3,4,1,0,0,0,30,6,3
17,0,1,0,0,2,14,1,0,2,4,4,10,0,0,0,0,33,15,22
5,0,1,0,0,1,51,1,0,0,1,4,5,2,0,0,1,56,17,14
1,0,0,0,0,1,16,0,0,0,0,2,5,0,0,0,0,0,2,3
3,0,3,0,0,1,29,0,0,1,1,5,4,1,0,1,0,57,4,14
6,1,0,0,0,0,40,0,1,2,4,19,46,1,1,0,2,139,30,86
1,0,0,0,0,1,6,0,0,0,0,2,3,0,0,0,0,0,5,0
3,1,4,0,0,1,10,0,0,1,1,4,3,0,0,0,1,21,9,4
7,0,9,0,0,1,15,2,0,4,2,8,5,5,0,0,2,107,31,31
1,0,0,0,0,1,110,0,0,0,0,4,5,0,0,0,0,18,8,2
3,0,0,0,0,2,9,1,0,1,0,3,5,0,0,0,1,0,6,7
1,0,1,0,0,1,135,2,0,2,3,7,12,1,0,2,0,195,23,110
3,1,1,0,0,1,17,1,0,0,2,5,5,1,0,0,0,49,10,11
2,0,0,0,0,1,52,2,0,1,0,5,4,0,0,0,0,0,4,2
4,1,2,0,0,1,27,1,0,3,1,7,7,1,0,0,2,176,22,22
3,0,1,0,0,1,4,0,0,0,0,1,3,0,0,1,0,18,4,2
14,0,23,0,0,1,31,1,0,6,8,17,6,6,2,3,8,202,64,68
13,104,7,1,0,4,106,3,0,4,5,20,18,6,1,1,5,304,70,150
2,0,1,0,0,1,56,1,0,1,0,5,5,1,0,0,1,70,7,14
7,0,2,0,0,4,33,2,0,1,4,3,8,3,2,0,1,73,27,26
3,0,0,0,0,1,5,0,0,0,1,3,2,0,0,0,0,0,7,2
1,0,0,0,0,1,10,0,0,0,0,3,4,0,0,0,1,28,5,1
3,0,2,0,0,1,49,1,0,0,1,1,5,0,1,0,0,24,5,5
3,0,1,0,0,2,204,1,0,1,0,1,5,0,3,1,0,61,7,7
1,0,2,0,0,1,77,1,0,1,0,5,5,0,1,2,0,81,25,49
3,0,4,0,0,1,29,1,0,3,2,6,4,1,1,0,1,83,19,30
3,0,1,0,0,1,7,0,0,0,0,3,3,0,0,0,0,0,4,3
1,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,4,0
2,0,0,0,0,1,11,0,0,0,0,4,3,1,0,0,0,0,4,3
1,0,0,0,0,1,6,1,0,0,0,5,1,0,2,2,0,40,11,10
2,0,0,0,0,1,14,1,0,1,0,2,4,0,0,0,0,23,3,13
3,0,0,0,0,1,0,1,0,0,0,3,3,0,0,0,0,0,2,2
9,0,14,8,0,6,54,1,0,3,2,13,20,0,4,3,7,183,69,65
2,0,6,0,0,3,74,3,0,4,11,27,15,3,7,2,5,214,49,78
1,0,22,1,0,1,167,5,0,5,7,58,13,6,11,13,10,483,152,150
2,0,0,0,0,1,8,1,0,0,1,5,3,0,0,0,0,0,4,2
4,0,0,0,0,1,19,3,0,0,1,3,4,0,0,0,2,27,6,3
9,0,10,1,0,6,1024,5,0,5,13,32,18,6,7,4,6,745,108,176
4,0,1,0,0,1,237,1,0,0,2,5,4,0,0,0,0,59,18,22
8,0,18,0,0,1,546,3,0,7,2,10,17,1,2,2,1,192,31,56
2,0,1,0,0,1,32,0,0,0,1,7,3,1,1,0,1,67,25,14
2,0,2,0,0,1,66,1,0,1,2,2,3,0,0,0,0,60,12,34
8,0,1,0,0,2,146,1,0,0,1,12,5,0,0,1,0,56,10,17
2,0,0,0,0,1,2,2,0,0,0,2,3,0,0,0,0,0,5,0
1,0,5,1,0,1,136,1,0,1,4,10,10,3,2,5,0,158,37,76
2,0,0,0,0,1,8,0,0,1,0,1,3,0,1,0,0,50,5,8
5,10,0,0,0,8,63,1,0,3,3,5,9,4,0,1,0,95,21,44
2,0,0,0,0,2,69,1,1,1,2,5,7,0,4,1,1,108,16,60
4,141,0,0,0,1,132,0,0,1,3,4,9,1,0,0,0,152,24,76
1,0,4,1,0,1,84,1,0,1,1,11,5,0,3,3,1,144,49,36
4,0,0,0,0,1,102,0,0,0,0,3,3,0,0,0,0,0,4,1
7,0,3,0,0,2,125,3,0,4,4,17,19,1,0,3,1,162,30,38
1,0,0,0,0,1,252,0,0,0,0,3,5,1,0,0,0,36,7,1
2,0,2,0,0,1,67,2,0,3,3,5,6,2,0,0,0,111,56,114
